item_id,timestamp,device_type,device_id,user_ip,review_title,review_text,review_stars
328i,2020-05-23 22:59:32,device19,19d,192.69.218.69,review3,good,3
480i,2019-11-15 00:30:12,device3,3d,192.52.224.106,review3,super,Review does not exist!
887i,2019-12-17 01:24:16,device3,3d,192.31.70.195,review10,very bad,1
424i,2020-05-01 21:40:33,device1,1d,192.52.241.19,review8,super,Review does not exist!
1204i,2020-05-27 11:53:51,device11,11d,198.29.135.28,,super,Review does not exist!
607i,2020-03-23 16:11:06,device10,10d,194.26.137.39,review3,awesome,Review does not exist!
1031i,2019-12-31 20:53:34,device12,12d,192.88.102.120,,awful,Review does not exist!
769i,2020-05-23 15:00:36,device4,4d,203.0.24.108,review2,great,5
850i,2020-04-24 10:38:22,device20,20d,192.31.197.82,review6,bad,2
993i,2020-03-08 12:45:47,device17,17d,198.116.174.191,,awesome,Review does not exist!
1184i,2020-02-17 20:41:09,device2,2d,192.68.78.193,,very good,4
214i,2020-03-01 17:40:43,device14,14d,115.203.25.207,review10,very good,4
153i,2020-02-14 16:25:50,device12,12d,198.51.101.46,review1,super,Review does not exist!
1158i,2020-05-20 17:00:10,device14,14d,203.0.114.216,review2,awful,Review does not exist!
1161i,2019-12-30 08:40:27,device5,5d,192.191.204.209,review7,bad,2
1181i,2020-02-13 01:55:26,device17,17d,192.31.206.59,review5,bad,2
1003i,2020-04-25 13:02:05,device5,5d,192.52.196.145,,very bad,1
673i,2020-04-14 14:49:05,device10,10d,192.61.209.207,review4,,Review does not exist!
1054i,2020-03-11 14:35:02,device3,3d,192.89.229.105,review5,awesome,Review does not exist!
967i,2020-01-21 15:24:38,device4,4d,203.0.120.231,review5,very bad,1
1213i,2020-02-22 12:30:10,device20,20d,3.155.132.152,review5,very bad,1
403i,2020-06-01 12:27:32,device10,10d,120.86.157.36,review5,awful,Review does not exist!
996i,2019-12-18 10:42:42,device12,12d,198.51.143.143,,good,3
530i,2020-04-18 11:44:29,device5,5d,173.240.54.179,review9,awesome,Review does not exist!
512i,2020-04-20 04:07:59,device13,13d,192.175.56.194,review2,awful,Review does not exist!
1019i,2020-01-31 04:23:09,device3,3d,169.240.145.118,review8,bad,2
970i,2020-05-17 15:05:48,device19,19d,198.51.186.48,review10,bad,2
1244i,2020-02-27 16:10:31,device6,6d,169.157.81.1,,,Review does not exist!
1249i,2020-01-15 14:05:45,device13,13d,98.140.219.155,,very bad,1
907i,2020-02-28 09:05:25,device19,19d,198.44.116.228,review1,,Review does not exist!
1106i,2019-12-15 22:50:02,device1,1d,102.132.232.56,review4,good,3
480i,2020-02-07 18:12:31,device12,12d,8.48.72.245,review4,awful,Review does not exist!
813i,2020-03-08 18:59:16,device17,17d,192.88.97.255,review3,,Review does not exist!
834i,2019-12-08 07:10:14,device13,13d,203.209.5.92,review3,super,Review does not exist!
859i,2020-04-11 20:11:21,device20,20d,192.1.38.78,review4,great,5
1256i,2020-04-15 05:00:50,device13,13d,198.7.166.36,review3,good,3
603i,2019-11-21 20:06:18,device5,5d,192.163.0.111,review6,very bad,1
564i,2019-12-16 19:28:48,device20,20d,102.108.97.28,review5,great,5
366i,2019-11-13 00:42:15,device8,8d,100.237.133.7,review2,very bad,1
1260i,2019-12-01 12:36:04,device17,17d,192.89.16.92,,good,3
91i,2020-03-23 04:28:29,device7,7d,148.103.157.96,review7,super,Review does not exist!
883i,2020-04-16 01:25:14,device17,17d,198.50.48.182,review7,,Review does not exist!
746i,2020-01-31 18:48:22,device15,15d,192.55.235.211,review2,super,Review does not exist!
557i,2020-01-03 06:00:06,device18,18d,124.136.154.129,review10,awful,Review does not exist!
657i,2020-02-08 19:01:57,device6,6d,203.0.114.157,review5,good,3
1221i,2020-05-31 10:40:40,device20,20d,1.158.199.218,review5,very good,4
220i,2020-03-26 11:06:41,device8,8d,169.248.124.220,review1,awful,Review does not exist!
881i,2019-12-14 16:49:28,device19,19d,192.4.212.72,review9,bad,2
707i,2020-04-05 12:52:44,device6,6d,203.11.56.7,review6,bad,2
1228i,2020-05-23 07:20:02,device1,1d,192.31.250.27,review3,awful,Review does not exist!
507i,2019-12-01 05:10:29,device3,3d,206.200.195.175,review9,awful,Review does not exist!
1281i,2019-12-19 05:48:11,device17,17d,192.88.96.68,review4,great,5
513i,2020-02-21 17:33:22,device14,14d,213.123.46.36,review4,awful,Review does not exist!
113i,2020-05-17 13:50:04,device1,1d,198.49.120.206,review9,great,5
1296i,2020-04-18 01:27:53,device10,10d,1.154.245.60,review8,awful,Review does not exist!
1298i,2019-12-14 19:40:32,device9,9d,163.43.26.147,review1,very bad,1
879i,2020-05-23 03:42:33,device13,13d,192.0.17.91,review3,awesome,Review does not exist!
1265i,2020-04-06 00:56:03,device8,8d,193.176.4.104,review9,bad,2
1177i,2020-01-20 01:47:59,device18,18d,192.0.79.243,review2,awful,Review does not exist!
757i,2020-02-06 11:47:23,device18,18d,192.175.144.39,review1,awful,Review does not exist!
168i,2020-04-29 11:53:46,device1,1d,192.170.26.3,review10,awesome,Review does not exist!
212i,2020-06-07 15:42:06,device2,2d,117.223.78.16,review5,good,3
317i,2020-06-07 17:25:59,device12,12d,192.81.134.148,review7,very bad,1
518i,2020-03-27 15:48:18,device5,5d,183.33.224.58,review5,bad,2
864i,2019-12-16 06:43:07,device1,1d,192.30.220.120,review6,good,3
1191i,2020-01-31 23:55:36,device14,14d,198.17.135.214,review9,awesome,Review does not exist!
362i,2020-05-12 01:43:58,device15,15d,192.52.194.160,review7,great,5
178i,2020-06-07 21:55:46,device4,4d,192.1.183.77,review7,great,5
32i,2019-12-03 18:48:02,device18,18d,203.1.96.61,review6,very bad,1
244i,2020-03-31 07:08:13,device18,18d,192.30.20.152,review9,good,3
756i,2020-01-03 12:40:22,device7,7d,169.152.4.183,review1,very good,4
54i,2020-01-08 03:20:47,device10,10d,203.14.181.102,review10,super,Review does not exist!
195i,2019-12-24 05:38:30,device15,15d,192.67.47.156,review3,awful,Review does not exist!
784i,2020-05-29 00:36:06,device9,9d,192.1.92.228,review4,super,Review does not exist!
469i,2019-11-20 03:15:24,device14,14d,192.0.13.224,,very good,4
459i,2020-02-07 06:47:06,device20,20d,192.28.133.192,review1,bad,2
1068i,2020-05-05 09:52:30,device3,3d,192.161.80.35,review2,super,Review does not exist!
945i,2020-05-22 05:35:14,device20,20d,192.175.51.24,review4,very good,4
880i,2020-01-23 02:10:38,device6,6d,192.183.50.219,review4,great,5
778i,2020-04-08 08:47:18,device13,13d,198.7.205.255,review1,,Review does not exist!
43i,2019-12-06 03:11:56,device18,18d,169.0.202.137,review10,great,5
1011i,2020-02-06 06:53:38,device19,19d,198.51.69.101,review6,great,5
365i,2020-01-03 04:03:52,device4,4d,84.28.230.246,review10,awful,Review does not exist!
806i,2020-03-02 22:12:15,device1,1d,203.21.181.209,review8,bad,2
722i,2020-06-04 20:04:12,device6,6d,192.31.142.39,review5,super,Review does not exist!
829i,2020-04-03 10:12:07,device14,14d,192.31.197.208,review9,awesome,Review does not exist!
381i,2020-02-08 19:45:55,device20,20d,192.31.207.76,,very good,4
317i,2020-01-18 03:44:37,device15,15d,192.175.63.84,review4,very good,4
30i,2020-03-14 12:27:14,device3,3d,169.220.159.136,review5,bad,2
44i,2020-06-08 04:51:45,device3,3d,192.73.139.90,review6,bad,2
487i,2020-02-11 19:31:33,device10,10d,192.31.218.70,review9,,Review does not exist!
489i,2020-04-10 14:12:52,device15,15d,198.49.24.207,review5,great,5
738i,2020-01-22 01:38:13,device8,8d,192.175.95.193,review7,awful,Review does not exist!
1296i,2019-11-16 08:44:20,device3,3d,192.174.49.122,review10,super,Review does not exist!
1103i,2020-01-09 11:07:45,device3,3d,192.212.49.212,review8,awful,Review does not exist!
639i,2019-12-07 03:16:27,device3,3d,169.213.37.208,review2,very bad,1
285i,2020-05-07 00:14:28,device1,1d,192.0.8.128,review2,awesome,Review does not exist!
959i,2020-01-18 23:31:58,device20,20d,169.158.182.142,,super,Review does not exist!
276i,2020-05-02 09:17:03,device11,11d,192.31.197.176,review9,,Review does not exist!
596i,2019-12-10 09:28:21,device1,1d,192.0.5.67,review10,very good,4
110i,2020-04-25 07:35:49,device12,12d,192.175.46.16,review10,,Review does not exist!
441i,2020-05-18 14:11:08,device6,6d,192.171.141.253,,awesome,Review does not exist!
820i,2019-12-04 16:21:39,device1,1d,202.125.123.104,review8,super,Review does not exist!
758i,2019-12-30 19:40:26,device20,20d,171.168.92.117,review2,awful,Review does not exist!
453i,2020-04-23 05:58:14,device13,13d,192.31.193.91,review4,awesome,Review does not exist!
825i,2020-01-25 02:06:39,device11,11d,192.30.166.136,review4,bad,2
1015i,2020-04-12 00:18:36,device2,2d,169.3.194.105,review3,very good,4
207i,2020-06-07 23:43:18,device1,1d,31.96.206.130,review4,very bad,1
831i,2019-12-19 07:15:47,device8,8d,198.56.30.46,review10,good,3
752i,2020-05-27 01:10:26,device19,19d,192.52.9.75,review8,very bad,1
182i,2020-05-26 17:20:13,device6,6d,8.242.94.62,review6,awful,Review does not exist!
1080i,2020-05-07 08:17:11,device20,20d,192.31.197.9,review10,,Review does not exist!
576i,2019-12-04 04:39:33,device13,13d,198.49.185.60,review2,awful,Review does not exist!
12i,2020-03-26 13:12:43,device10,10d,55.202.19.166,review2,bad,2
970i,2020-01-12 22:30:06,device17,17d,203.127.105.139,review5,,Review does not exist!
1287i,2020-05-26 10:45:31,device15,15d,192.7.181.126,review6,awful,Review does not exist!
869i,2020-02-15 05:47:48,device15,15d,198.51.97.178,review9,great,5
42i,2020-04-08 09:45:48,device3,3d,198.51.98.119,review3,good,3
1027i,2020-05-22 21:03:37,device4,4d,192.52.230.26,review6,,Review does not exist!
214i,2020-04-21 13:26:20,device7,7d,192.175.47.132,,,Review does not exist!
836i,2020-05-02 19:04:46,device19,19d,198.51.120.204,,very bad,1
999i,2020-02-04 13:40:17,device2,2d,169.252.214.97,review3,super,Review does not exist!
1116i,2020-02-27 05:42:50,device10,10d,192.80.217.197,review6,super,Review does not exist!
883i,2020-01-26 18:17:26,device7,7d,126.126.66.2,review8,very bad,1
326i,2020-04-08 19:33:49,device4,4d,192.52.115.155,review10,super,Review does not exist!
691i,2020-01-27 09:49:02,device20,20d,126.115.90.123,review1,awesome,Review does not exist!
515i,2020-03-19 04:42:24,device14,14d,192.88.77.195,review7,very good,4
732i,2019-11-13 01:16:52,device19,19d,203.0.107.142,review7,very good,4
339i,2020-01-05 18:03:29,device11,11d,192.30.236.241,review7,super,Review does not exist!
777i,2020-03-13 08:41:37,device15,15d,200.207.104.44,review1,very bad,1
180i,2020-03-01 23:53:37,device15,15d,192.0.96.97,review4,awesome,Review does not exist!
665i,2020-06-03 11:48:02,device10,10d,203.209.45.104,review10,great,5
449i,2020-01-20 04:00:55,device18,18d,192.120.206.204,review1,awful,Review does not exist!
303i,2020-05-21 02:32:46,device6,6d,67.158.249.17,review10,awesome,Review does not exist!
1273i,2019-12-19 19:27:34,device14,14d,192.88.5.199,review1,good,3
1002i,2020-03-02 20:12:11,device16,16d,203.9.43.147,review1,awesome,Review does not exist!
154i,2020-02-24 13:41:33,device16,16d,192.65.203.89,review10,good,3
635i,2019-11-21 09:16:24,device10,10d,141.37.80.31,review6,great,5
1221i,2020-02-07 04:40:55,device3,3d,192.88.237.103,review9,awful,Review does not exist!
440i,2020-03-19 22:50:24,device19,19d,192.175.103.98,review1,good,3
356i,2020-02-27 10:15:56,device7,7d,174.134.144.97,review5,bad,2
881i,2020-01-11 17:14:37,device1,1d,192.2.22.177,review3,,Review does not exist!
635i,2020-03-13 03:11:14,device14,14d,100.2.44.78,review7,good,3
138i,2020-06-08 22:06:01,device15,15d,192.52.216.107,review10,very good,4
1294i,2019-12-19 09:26:06,device10,10d,192.52.232.107,review5,awesome,Review does not exist!
121i,2020-05-11 21:12:14,device4,4d,192.184.135.17,review2,super,Review does not exist!
294i,2020-04-23 09:39:42,device17,17d,192.174.29.9,review9,bad,2
393i,2019-12-13 21:22:37,device6,6d,201.19.187.53,,very bad,1
350i,2019-12-28 16:17:04,device18,18d,192.88.112.98,review3,awful,Review does not exist!
834i,2019-12-14 03:58:52,device9,9d,198.157.42.60,review8,bad,2
476i,2020-05-30 15:28:33,device5,5d,192.88.66.183,review7,awesome,Review does not exist!
671i,2020-03-25 11:31:24,device10,10d,192.31.214.234,,awesome,Review does not exist!
474i,2020-02-13 22:54:02,device2,2d,192.31.145.175,review3,great,5
579i,2019-11-24 15:42:56,device1,1d,192.175.53.125,review7,bad,2
246i,2020-01-30 05:11:06,device9,9d,192.88.125.225,review2,bad,2
1129i,2020-02-07 08:15:17,device8,8d,192.175.43.191,review10,very bad,1
558i,2020-01-15 06:44:06,device14,14d,203.0.116.210,review5,,Review does not exist!
973i,2020-05-01 19:10:42,device8,8d,192.16.27.9,review5,bad,2
978i,2019-12-08 16:09:02,device19,19d,97.234.139.161,review6,awful,Review does not exist!
24i,2020-05-29 08:02:25,device4,4d,192.0.13.236,,great,5
797i,2020-01-19 01:37:10,device17,17d,198.51.99.186,review3,good,3
766i,2020-02-15 03:03:26,device6,6d,192.174.101.170,review8,great,5
260i,2019-11-28 07:21:26,device8,8d,192.173.193.139,review5,very good,4
961i,2020-04-10 11:22:33,device4,4d,196.148.141.245,review8,awesome,Review does not exist!
228i,2020-02-07 03:06:19,device1,1d,192.31.211.34,review4,very good,4
337i,2020-01-31 07:16:16,device13,13d,198.50.252.247,review9,good,3
215i,2020-04-01 23:36:51,device15,15d,192.91.91.106,review1,awesome,Review does not exist!
352i,2020-01-10 13:17:14,device5,5d,192.88.96.114,,very good,4
717i,2020-01-14 09:16:26,device15,15d,192.53.27.92,review4,awesome,Review does not exist!
644i,2020-01-29 02:54:32,device19,19d,192.174.143.219,review2,,Review does not exist!
1286i,2020-03-26 22:42:51,device6,6d,192.175.51.44,review5,very bad,1
677i,2020-05-31 02:51:40,device18,18d,192.167.125.109,,good,3
1251i,2019-11-22 04:52:09,device15,15d,192.88.97.147,review2,super,Review does not exist!
1169i,2020-01-23 00:03:06,device12,12d,192.31.215.145,,very good,4
554i,2020-03-10 12:54:56,device13,13d,198.22.71.168,,bad,2
1104i,2020-01-18 01:18:50,device13,13d,181.221.68.50,review7,good,3
365i,2020-05-09 23:34:46,device6,6d,198.58.153.135,review5,bad,2
307i,2020-01-26 00:13:00,device1,1d,192.93.184.166,review8,very good,4
562i,2019-11-13 06:53:27,device9,9d,192.175.58.241,review6,very bad,1
423i,2019-11-15 12:17:40,device15,15d,157.91.59.171,,good,3
686i,2020-02-20 07:29:17,device15,15d,198.51.101.127,review10,great,5
161i,2020-05-27 20:57:15,device11,11d,192.52.192.232,review2,super,Review does not exist!
209i,2020-03-28 23:10:20,device3,3d,192.0.3.186,review5,very good,4
950i,2020-03-09 05:24:33,device15,15d,192.31.197.47,review5,,Review does not exist!
1223i,2020-01-16 23:11:00,device3,3d,192.88.98.125,review2,,Review does not exist!
415i,2020-03-28 12:31:36,device3,3d,192.88.96.123,review1,good,3
22i,2020-02-18 17:35:13,device12,12d,192.38.34.164,review1,great,5
928i,2020-02-29 16:15:30,device8,8d,199.0.108.251,review1,very good,4
1191i,2019-11-18 01:49:44,device3,3d,192.175.49.5,review6,great,5
63i,2020-03-01 21:25:44,device16,16d,169.235.252.90,review7,very good,4
716i,2020-04-28 04:46:03,device11,11d,203.1.173.125,,good,3
1293i,2020-01-08 20:59:43,device10,10d,198.52.119.104,review9,super,Review does not exist!
574i,2020-04-29 22:53:35,device16,16d,192.31.140.112,review5,very good,4
548i,2020-02-14 09:39:43,device3,3d,198.51.82.158,review1,great,5
1236i,2020-01-22 13:27:25,device13,13d,123.211.13.147,review2,very bad,1
1055i,2020-03-24 10:58:12,device2,2d,198.51.175.126,review2,awesome,Review does not exist!
775i,2020-02-12 17:05:23,device13,13d,1.77.85.204,review8,great,5
399i,2020-01-14 01:31:12,device8,8d,192.190.26.206,review4,good,3
564i,2020-04-09 11:34:08,device10,10d,192.0.22.160,review4,,Review does not exist!
232i,2019-11-18 07:38:07,device1,1d,14.169.251.133,review5,,Review does not exist!
986i,2020-02-09 10:42:09,device20,20d,197.36.244.78,review1,super,Review does not exist!
126i,2020-02-16 02:52:10,device17,17d,11.245.220.75,,bad,2
311i,2020-03-09 14:48:41,device7,7d,203.0.185.106,review3,very good,4
932i,2020-04-26 16:14:24,device13,13d,192.91.182.26,review10,,Review does not exist!
1059i,2020-02-24 19:37:41,device1,1d,169.247.228.73,review1,very good,4
598i,2020-01-14 18:23:03,device16,16d,199.75.135.95,review10,very bad,1
1178i,2020-03-16 18:10:33,device13,13d,71.190.61.204,review4,great,5
894i,2019-12-22 01:02:09,device11,11d,169.253.23.99,review10,bad,2
182i,2020-03-26 04:21:42,device12,12d,192.174.85.96,review7,very bad,1
537i,2019-12-30 09:00:18,device14,14d,192.62.22.105,review10,bad,2
537i,2020-01-30 09:36:24,device10,10d,192.31.98.84,review9,very good,4
275i,2020-03-10 23:03:44,device16,16d,192.2.108.133,,awesome,Review does not exist!
322i,2020-04-13 05:45:30,device1,1d,192.0.3.136,review6,,Review does not exist!
503i,2020-05-13 07:32:55,device17,17d,192.169.246.182,review7,great,5
1231i,2020-04-04 13:29:36,device2,2d,192.68.73.213,review2,awful,Review does not exist!
30i,2020-05-06 17:25:09,device7,7d,203.130.68.127,review9,awful,Review does not exist!
631i,2020-05-25 23:01:28,device5,5d,192.31.203.220,review4,bad,2
619i,2020-02-25 16:01:57,device11,11d,101.236.57.66,review7,awesome,Review does not exist!
882i,2020-04-16 16:45:59,device4,4d,198.49.193.219,review10,very bad,1
712i,2020-02-11 23:14:48,device15,15d,192.31.203.206,review7,awesome,Review does not exist!
552i,2019-12-08 17:38:06,device1,1d,192.31.239.164,review1,awesome,Review does not exist!
993i,2020-05-19 04:35:42,device9,9d,198.220.155.82,review6,great,5
274i,2019-12-11 12:21:48,device19,19d,198.51.109.157,review3,,Review does not exist!
59i,2020-03-26 14:25:41,device19,19d,198.23.109.190,review7,super,Review does not exist!
393i,2020-01-31 17:25:14,device9,9d,192.37.133.205,review9,good,3
1033i,2020-02-05 21:32:39,device18,18d,192.30.35.148,review1,awful,Review does not exist!
402i,2019-12-23 17:49:06,device2,2d,198.21.187.69,review10,awful,Review does not exist!
355i,2019-12-07 05:59:06,device6,6d,192.0.3.248,review3,super,Review does not exist!
209i,2020-04-17 16:56:27,device12,12d,198.31.194.19,,good,3
369i,2020-02-20 13:00:21,device2,2d,192.175.53.194,review8,awesome,Review does not exist!
482i,2019-12-22 05:30:01,device20,20d,169.54.118.131,review6,,Review does not exist!
177i,2020-02-23 13:41:46,device8,8d,192.48.116.87,review1,great,5
466i,2019-11-16 06:38:55,device11,11d,195.252.131.68,review5,very bad,1
636i,2020-06-06 02:57:15,device18,18d,198.51.106.213,review8,very bad,1
1058i,2020-02-08 10:11:47,device9,9d,203.52.63.176,review7,awful,Review does not exist!
797i,2019-12-28 07:38:04,device14,14d,27.117.52.98,review2,super,Review does not exist!
1014i,2020-06-04 03:01:22,device20,20d,192.0.11.197,review2,awesome,Review does not exist!
430i,2020-02-29 20:49:07,device13,13d,192.30.103.6,review4,awful,Review does not exist!
994i,2020-06-02 00:54:21,device7,7d,10.91.141.12,review9,bad,2
201i,2020-03-11 11:00:56,device12,12d,192.52.192.219,review8,great,5
250i,2020-05-05 08:37:01,device2,2d,203.0.115.244,review4,awesome,Review does not exist!
232i,2020-04-05 11:45:20,device6,6d,192.1.8.220,review5,good,3
100i,2019-11-22 10:32:23,device4,4d,100.26.98.72,review8,great,5
1172i,2020-02-11 18:50:22,device17,17d,106.210.173.156,review9,very bad,1
41i,2020-02-21 17:56:04,device8,8d,171.59.200.154,review8,great,5
340i,2020-05-21 22:31:43,device7,7d,199.25.201.47,review2,bad,2
1105i,2020-03-08 11:05:25,device17,17d,203.0.54.167,review3,very good,4
1191i,2019-11-14 07:18:33,device5,5d,203.0.127.111,review8,good,3
1231i,2020-03-01 05:18:28,device9,9d,198.51.24.144,,good,3
520i,2020-05-17 06:05:49,device18,18d,198.48.251.137,review3,super,Review does not exist!
1202i,2019-11-15 01:06:12,device1,1d,192.52.243.1,review2,,Review does not exist!
937i,2020-02-15 05:01:26,device11,11d,223.163.50.82,review1,good,3
307i,2020-01-26 18:57:30,device7,7d,192.175.50.191,review2,awful,Review does not exist!
235i,2020-05-04 16:53:22,device4,4d,198.51.101.43,review7,great,5
391i,2020-04-04 00:16:20,device10,10d,192.175.50.237,review8,awful,Review does not exist!
570i,2020-02-18 21:51:11,device15,15d,100.29.105.200,review1,very bad,1
859i,2020-03-05 14:57:03,device16,16d,192.88.96.29,review9,very good,4
1096i,2020-06-09 12:01:06,device12,12d,192.5.120.45,review2,great,5
857i,2020-03-11 23:30:29,device19,19d,170.155.78.233,,super,Review does not exist!
288i,2020-05-26 18:56:10,device6,6d,198.50.86.215,review6,good,3
870i,2020-02-03 19:45:18,device14,14d,192.88.97.202,,very good,4
495i,2020-01-18 14:48:11,device8,8d,192.88.69.59,review7,very good,4
210i,2020-02-08 07:09:27,device20,20d,192.53.120.221,review2,good,3
818i,2019-11-27 21:59:27,device9,9d,192.23.204.114,review7,very bad,1
653i,2020-01-30 11:20:50,device19,19d,101.174.87.98,review8,,Review does not exist!
20i,2019-11-19 18:28:24,device19,19d,192.175.49.166,review10,very good,4
73i,2020-04-13 14:49:56,device17,17d,169.255.114.170,review7,bad,2
449i,2019-11-25 11:49:10,device6,6d,192.31.228.48,review10,very bad,1
458i,2020-05-26 22:10:03,device5,5d,3.60.170.71,,,Review does not exist!
1250i,2020-04-22 06:07:48,device12,12d,192.22.52.98,review7,good,3
900i,2020-06-02 21:29:46,device20,20d,169.231.91.74,review10,awful,Review does not exist!
921i,2020-01-25 03:03:21,device13,13d,192.52.158.31,review3,very good,4
54i,2020-03-28 22:25:26,device3,3d,198.56.208.172,review1,great,5
529i,2020-05-15 22:02:28,device4,4d,192.0.11.31,review6,good,3
214i,2020-02-14 06:00:18,device4,4d,198.16.57.22,review2,very bad,1
264i,2020-05-30 06:49:10,device15,15d,192.175.62.190,review1,great,5
1196i,2020-04-26 02:07:30,device15,15d,196.25.65.241,review9,awesome,Review does not exist!
710i,2020-03-08 17:09:16,device3,3d,192.88.98.243,,great,5
596i,2019-12-24 01:50:16,device2,2d,192.88.98.135,review4,bad,2
653i,2020-01-05 05:25:00,device11,11d,203.0.110.200,review10,bad,2
530i,2020-05-03 22:50:45,device6,6d,192.62.119.19,review4,awful,Review does not exist!
45i,2019-12-07 19:28:14,device5,5d,192.88.107.71,review9,bad,2
1021i,2020-02-09 14:09:40,device5,5d,198.50.33.93,review9,very bad,1
758i,2019-12-22 07:44:14,device14,14d,192.88.96.179,review7,super,Review does not exist!
547i,2020-01-14 01:11:48,device4,4d,192.1.184.73,review4,,Review does not exist!
383i,2020-01-13 10:52:58,device12,12d,192.175.139.133,review7,very bad,1
640i,2020-03-25 18:48:38,device3,3d,99.18.245.59,review2,very bad,1
304i,2020-01-09 13:48:28,device8,8d,203.6.10.30,review10,,Review does not exist!
1027i,2020-03-09 20:56:31,device9,9d,124.168.245.6,review5,super,Review does not exist!
200i,2020-01-02 09:40:06,device2,2d,198.51.98.175,review3,awful,Review does not exist!
1278i,2020-04-23 22:27:14,device11,11d,192.174.148.42,review10,good,3
6i,2020-02-18 05:14:54,device2,2d,192.175.49.54,review4,awesome,Review does not exist!
464i,2020-02-02 18:12:52,device17,17d,169.255.170.92,review1,awesome,Review does not exist!
653i,2019-12-10 15:50:09,device9,9d,205.150.128.228,review9,very good,4
20i,2020-02-09 23:19:41,device1,1d,192.2.87.248,review9,awesome,Review does not exist!
243i,2019-12-04 14:24:04,device8,8d,192.0.7.188,review7,awesome,Review does not exist!
877i,2019-11-15 13:12:02,device1,1d,192.88.96.104,,awesome,Review does not exist!
1210i,2020-02-24 02:28:09,device20,20d,192.88.102.233,review6,good,3
709i,2019-11-18 05:56:38,device6,6d,192.95.221.133,,,Review does not exist!
368i,2020-03-13 23:13:30,device6,6d,192.88.115.161,,,Review does not exist!
497i,2020-03-11 15:29:33,device19,19d,192.0.186.22,review10,super,Review does not exist!
79i,2020-05-14 23:47:22,device2,2d,169.239.68.2,review8,bad,2
170i,2019-12-08 01:38:55,device2,2d,192.175.49.85,review4,good,3
258i,2020-01-07 06:32:59,device19,19d,192.88.120.118,review6,,Review does not exist!
637i,2020-04-30 07:45:15,device19,19d,192.88.220.243,review3,very good,4
706i,2020-03-28 13:26:30,device7,7d,192.29.133.26,review4,bad,2
513i,2019-11-29 06:04:46,device18,18d,203.5.195.177,review7,awesome,Review does not exist!
558i,2020-03-31 01:52:57,device9,9d,57.30.97.240,review7,great,5
1236i,2020-02-28 16:41:32,device10,10d,27.145.244.217,review9,super,Review does not exist!
659i,2020-05-31 04:15:29,device14,14d,207.52.140.2,review9,very bad,1
546i,2020-06-04 04:06:36,device12,12d,197.143.200.253,review5,super,Review does not exist!
222i,2019-12-20 21:32:19,device3,3d,192.31.197.182,review2,bad,2
965i,2019-12-01 03:56:02,device5,5d,203.63.106.25,review7,super,Review does not exist!
1112i,2020-06-01 23:27:57,device18,18d,169.148.163.181,review10,very bad,1
495i,2020-05-31 14:15:55,device7,7d,198.48.210.249,review6,awesome,Review does not exist!
978i,2020-04-06 07:13:53,device7,7d,109.249.231.194,review1,bad,2
669i,2020-01-13 12:26:17,device14,14d,192.175.212.160,review4,bad,2
403i,2020-04-02 22:33:06,device11,11d,192.54.137.58,review6,good,3
485i,2020-04-02 05:51:08,device13,13d,192.89.230.16,review1,very good,4
1187i,2020-04-14 13:36:14,device7,7d,119.122.144.232,review9,awesome,Review does not exist!
789i,2020-02-12 00:28:06,device19,19d,132.187.243.188,review7,bad,2
846i,2019-12-14 05:11:17,device6,6d,192.88.102.225,review9,very bad,1
992i,2020-05-04 14:05:03,device14,14d,2.156.114.203,review8,super,Review does not exist!
256i,2020-04-26 11:09:38,device2,2d,199.37.82.136,review4,awesome,Review does not exist!
673i,2020-03-11 15:33:30,device7,7d,168.100.94.31,review8,awesome,Review does not exist!
977i,2020-02-14 01:52:31,device20,20d,198.25.49.132,review8,great,5
334i,2019-11-26 20:37:30,device4,4d,169.255.201.225,review5,,Review does not exist!
682i,2020-04-18 05:55:31,device1,1d,192.0.33.103,review5,very bad,1
830i,2019-11-18 07:33:50,device9,9d,198.37.1.45,review9,very good,4
1177i,2019-12-14 22:56:22,device4,4d,192.52.207.193,review6,good,3
206i,2020-05-29 17:41:27,device2,2d,102.198.39.204,review3,very bad,1
863i,2020-02-02 05:57:05,device3,3d,108.206.150.77,review7,bad,2
1177i,2020-04-27 17:07:41,device2,2d,192.95.171.201,review9,very bad,1
551i,2020-01-13 03:04:16,device7,7d,205.18.5.131,review7,very good,4
351i,2020-02-21 06:46:08,device7,7d,198.51.102.228,review5,bad,2
985i,2020-04-15 12:44:58,device18,18d,6.44.227.122,,awful,Review does not exist!
1001i,2020-05-16 16:01:02,device4,4d,192.174.27.19,review5,bad,2
76i,2020-02-18 18:27:20,device6,6d,198.51.81.115,review4,super,Review does not exist!
118i,2019-12-20 18:35:28,device17,17d,169.158.244.206,review7,good,3
513i,2020-04-19 01:41:01,device6,6d,100.50.199.138,review4,,Review does not exist!
678i,2020-03-23 23:34:20,device15,15d,192.52.126.20,review5,very bad,1
43i,2019-11-25 07:07:40,device10,10d,192.47.245.107,review9,super,Review does not exist!
184i,2020-03-20 10:49:49,device9,9d,192.175.113.158,,very good,4
40i,2020-04-28 18:33:24,device20,20d,198.51.101.49,review7,,Review does not exist!
493i,2020-05-14 16:49:24,device17,17d,192.0.126.41,review8,awful,Review does not exist!
11i,2020-05-25 03:48:48,device11,11d,192.175.79.225,review5,good,3
